城市,标题,总价(万),单价(元/平),户型,面积(平),朝向,装修,楼层,年份,小区,区域,链接
广州,广州铁道车辆厂生活区 2室1厅 南 北,55,"10,961元/平",2室1厅,50.18平米,南 北,其他,中楼层(共6层),1988年,广州铁道车辆厂生活区,旧区,https://gz.lianjia.com/ershoufang/108408053970.html
广州,天贵路 锦砖外墙 低密度多层 一体两户 南向客厅,29,"5,249元/平",1室1厅,55.25平米,南 北,其他,高楼层(共8层),2000年,恒辉小区,旧区,https://gz.lianjia.com/ershoufang/108407496883.html
广州,星河苑高层电梯漂亮的大三房二卫,220,"21,718元/平",3室1厅,101.3平米,东南,精装,高楼层(共9层),1993年,星河苑,沙河,https://gz.lianjia.com/ershoufang/108406202040.html
广州,业主急卖 倚莲半岛花园 户型方正 通风采光好 看房方便,160,"10,953元/平",3室2厅,146.09平米,南,其他,高楼层(共16层),2014年,倚莲半岛花园,莲花山,https://gz.lianjia.com/ershoufang/108407842252.html
广州,房产证够五年唯一，近公园，南北对流，靓楼层。,63,"6,622元/平",3室2厅,95.14平米,南 北,简装,中楼层(共9层),塔楼,富贵楼,旧区,https://gz.lianjia.com/ershoufang/108400518160.html
广州,机务段电梯三房，楼龄新，装修保养好，全明格局,170,"27,724元/平",2室1厅,61.32平米,南,精装,中楼层(共9层),板楼,广州机务段,三元里,https://gz.lianjia.com/ershoufang/108408043313.html
广州,时代天逸 地铁上楼盘 业主诚心放 欢迎品鉴,118,"14,209元/平",3室2厅,83.05平米,西,精装,高楼层(共32层),塔楼,时代天逸,黄阁,https://gz.lianjia.com/ershoufang/108407766377.html
广州,小北路校 低层 三房 业主精装修 紧贴越秀公园,250,"44,327元/平",3室1厅,56.4平米,南,精装,低楼层(共7层),1990年,机关宿舍,小北,https://gz.lianjia.com/ershoufang/108407772464.html
广州,改善行小区 全新未入住，新净，高楼层，视野好,110,"11,404元/平",3室1厅,96.46平米,南,精装,高楼层(共21层),塔楼,佳兆业佳泽园,荔城西区,https://gz.lianjia.com/ershoufang/108407682040.html
广州,南向一楼三房两卫带套房，生活配套成熟。,152,"16,865元/平",3室1厅,90.13平米,南,简装,低楼层(共4层),1995年,祈福新村C区,祈福新村,https://gz.lianjia.com/ershoufang/108407306759.html
广州,广州北站地铁口400米 祈福电梯靓层南向4房2卫全新未住,149,"10,415元/平",4室1厅,143.07平米,南,精装,低楼层(共29层),2009年,祈福辉煌台,铁路西,https://gz.lianjia.com/ershoufang/108407921968.html
广州,A区独栋 边户 大三房，中高楼层采光视野好，不临街,218,"21,468元/平",3室2厅,101.55平米,西北,精装,高楼层(共33层),2016年,万科东荟城,香雪,https://gz.lianjia.com/ershoufang/108407578704.html
广州,栢信广场旁 实用电梯两房 双阳台 花园小区,148,"23,534元/平",2室2厅,62.89平米,西南,简装,高楼层(共11层),2000年,紫荆花园,新市,https://gz.lianjia.com/ershoufang/108406357082.html
广州,低层大两房 户型方正带私用平台 大院管理,158,"23,134元/平",2室1厅,68.3平米,西,简装,低楼层(共9层),暂无数据,陈岗路2号大院,流花站前,https://gz.lianjia.com/ershoufang/108407145624.html
广州,"此房新装修保养好南北对流,一线望江单边位",173,"13,569元/平",3室1厅,127.5平米,东南,精装,高楼层(共32层),2012年,保利东江首府,新塘南,https://gz.lianjia.com/ershoufang/108407859339.html
广州,南向户型，视野开阔，无遮挡，业主诚意出,58.8,"6,057元/平",3室2厅,97.09平米,东南 北,毛坯,中楼层(共24层),2015年,逸泉映翠,江埔街,https://gz.lianjia.com/ershoufang/108407788062.html
广州,农林下商圈 无占用 南北向  近地铁 方便看,220,"43,790元/平",2室1厅,50.24平米,南 北,简装,中楼层(共4层),1985年,农林下路,东风东,https://gz.lianjia.com/ershoufang/108405554068.html
广州,小北路，小户型，一楼带阳台，看房方便。,138,"48,850元/平",1室0厅,28.25平米,东,简装,低楼层(共9层),塔楼,小北路,小北,https://gz.lianjia.com/ershoufang/108407961520.html
广州,融创B4区南北对流大四房户型 阳台采光好,315,"24,870元/平",4室2厅,126.66平米,东南,其他,中楼层(共32层),塔楼,融创璟府,花城街,https://gz.lianjia.com/ershoufang/108407536025.html
广州,环市西苑 实用大三房两卫 南向望花园 业主诚意卖,445,"43,158元/平",3室2厅,103.11平米,南 北,简装,高楼层(共15层),2000年,富力环市西苑,西村,https://gz.lianjia.com/ershoufang/108407122869.html
广州,星河湾经典南北对流三房位置安静,325,"26,253元/平",3室2厅,123.8平米,南 北,精装,低楼层(共10层),2001年,广州星河湾朗心园,星河湾,https://gz.lianjia.com/ershoufang/108407793843.html
广州,从化14号线边，巴厘天地三房，小区中间位置好，毛坯房,80,"7,585元/平",3室1厅,105.48平米,南,毛坯,中楼层(共17层),2011年,人盛巴厘天地,神岗镇,https://gz.lianjia.com/ershoufang/108407951937.html
广州,小高层东南向全新三房，实用率高，光线好，楼龄新,145,"18,171元/平",3室2厅,79.8平米,东南 南,简装,中楼层(共11层),暂无数据,万科幸福悦D区,知识城,https://gz.lianjia.com/ershoufang/108406969203.html
广州,小港社区 市二宫地铁站400米 产权清晰,150,"20,473元/平",3室1厅,73.27平米,东南,简装,中楼层(共5层),暂无数据,小港路,滨江中,https://gz.lianjia.com/ershoufang/108407702433.html
广州,小北路 2室1厅 东 南 西,307,"49,871元/平",2室1厅,61.56平米,东 南 西,其他,高楼层(共9层),1996年,小北路,小北,https://gz.lianjia.com/ershoufang/108406898431.html
广州,地铁上，复式买一层加一层实用率高只须180,180,"36,284元/平",2室2厅,49.61平米,南,简装,中楼层(共20层),2005年,耀华国际,三元里,https://gz.lianjia.com/ershoufang/108408010159.html
广州,高层落地大飘窗 景观靓眼 全新装修次新楼 无抵押,345,"38,834元/平",3室1厅,88.84平米,西北,精装,中楼层(共37层),2013年,中铁盛德国际,石牌,https://gz.lianjia.com/ershoufang/108407403482.html
广州,南向无遮挡，采光充足，双地铁出行方便南向,215,"20,137元/平",4室2厅,106.77平米,南,精装,中楼层(共34层),板楼,星汇城,知识城,https://gz.lianjia.com/ershoufang/108408049563.html
广州,棕榈水岸南北对流小三房，户型方正实用,98,"10,493元/平",3室2厅,93.4平米,东 西,精装,低楼层(共11层),2014年,龙光棕榈水岸北区,南沙区府,https://gz.lianjia.com/ershoufang/108407286475.html
广州,金碧雅苑东南向两房厅出阳台安静,200,"30,053元/平",2室2厅,66.55平米,东南 南,简装,11层,2003年,金碧雅苑,黄边,https://gz.lianjia.com/ershoufang/108407892935.html
广州,康裕北苑，电梯中间楼层，户型方正实用， 视野开阔,240,"18,182元/平",3室2厅,132平米,北,精装,高楼层(共13层),2005年,康裕北苑,市桥,https://gz.lianjia.com/ershoufang/108404380153.html
广州,滨江东珠江边地铁上原装电梯高层大两房,323,"34,242元/平",2室2厅,94.33平米,西北,精装,高楼层(共24层),塔楼,凯印大厦,东晓路,https://gz.lianjia.com/ershoufang/108407249267.html
广州,江山时代 好楼层两房 出 月供2000,69,"9,114元/平",2室1厅,75.71平米,西北,其他,中楼层(共25层),2017年,恒展江山时代花园,朱村,https://gz.lianjia.com/ershoufang/108407933640.html
广州,南向户型，次新房未入住，业主诚意放盘,63.8,"7,721元/平",3室2厅,82.64平米,南,精装,中楼层(共23层),塔楼,合景花䕕四季,鳌头镇,https://gz.lianjia.com/ershoufang/108408007326.html
广州,采光充足，南向，温馨舒适，产权清晰 户型方正,86,"8,874元/平",3室1厅,96.92平米,东南,其他,中楼层(共11层),2013年,富力金港城东区,花东镇,https://gz.lianjia.com/ershoufang/108407680842.html
广州,聚侨苑 3室2厅 北,420,"34,175元/平",3室2厅,122.9平米,北,简装,中楼层(共9层),1999年,聚侨苑,天河南,https://gz.lianjia.com/ershoufang/108407838413.html
广州,靓楼层  精装修 电梯三房 近公园 河堤绿道边 环境好,85,"9,268元/平",3室2厅,91.72平米,北,精装,中楼层(共13层),塔楼,宏润巴塞阳光,河滨北路,https://gz.lianjia.com/ershoufang/108408015830.html
广州,滨海新城高层南向四房大阳台采光视野好通风,150,"14,361元/平",4室2厅,104.45平米,南,精装,高楼层(共33层),2018年,越秀滨海新城,进港大道,https://gz.lianjia.com/ershoufang/108406904875.html
广州,中山五路，北京路商圈，低层小 户型带私家天台，,209,"42,732元/平",2室1厅,48.91平米,西,其他,低楼层(共3层),板楼,中山五路,公园前,https://gz.lianjia.com/ershoufang/108408036352.html
广州,位置好，采光好，楼层好，保养好,94.8,"10,272元/平",3室2厅,92.29平米,南,精装,中楼层(共16层),2011年,富力金港城东区,花东镇,https://gz.lianjia.com/ershoufang/108407206326.html
广州,永大新城 东南向 电梯大两房 户型实用,61.8,"8,227元/平",2室2厅,75.12平米,东南,简装,高楼层(共9层),暂无数据,永大新城,旧区,https://gz.lianjia.com/ershoufang/108402816027.html
广州,金碧新城 2室1厅 东北,134,"21,335元/平",2室1厅,62.81平米,东北,精装,中楼层(共32层),2006年,金碧新城,石井,https://gz.lianjia.com/ershoufang/108407883413.html
广州,明达大厦 原装电梯 省级小北 南向2房,348,"59,235元/平",2室1厅,58.75平米,南,简装,低楼层(共21层),1999年,明达大厦,小北,https://gz.lianjia.com/ershoufang/108403311071.html
广州,琶洲电商总部 正规一房一厅  业主诚心卖,81,"24,442元/平",1室1厅,33.14平米,西,其他,中楼层(共9层),1997年,华保花园,赤岗,https://gz.lianjia.com/ershoufang/108408006489.html
广州,景峰东南向.三房.楼距宽.南北对流高楼层视野好,248,"24,314元/平",3室2厅,102平米,东南,精装,高楼层(共18层),2013年,富豪山庄,富豪山庄,https://gz.lianjia.com/ershoufang/108407903243.html
广州,越秀滨海御城，双龙包珠户型，精装修保养好，好楼层,355,"25,456元/平",4室2厅,139.46平米,东南 南,精装,中楼层(共32层),2017年,越秀滨海御城,金洲,https://gz.lianjia.com/ershoufang/108407658344.html
广州,龙锦大厦 三阳台东南向 温馨装修保养好 通风采光好,360,"42,751元/平",2室2厅,84.21平米,东南,精装,高楼层(共31层),2008年,龙锦大厦,龙津,https://gz.lianjia.com/ershoufang/108408027280.html
广州,金融城骏景花园 复式5房 高层视野好 带自用大天台,880,"39,248元/平",5室2厅,224.22平米,西,其他,高楼层(共14层),2000年,骏景花园,棠下,https://gz.lianjia.com/ershoufang/108405371350.html
广州,金碧雅苑东南向两房厅出阳台安静,200,"30,053元/平",2室2厅,66.55平米,东南 南,简装,11层,2003年,金碧雅苑,黄边,https://gz.lianjia.com/ershoufang/108407892935.html
广州,滨江东珠江边地铁上原装电梯高层大两房,323,"34,242元/平",2室2厅,94.33平米,西北,精装,高楼层(共24层),塔楼,凯印大厦,东晓路,https://gz.lianjia.com/ershoufang/108407249267.html
广州,棕榈水岸南北对流小三房，户型方正实用,98,"10,493元/平",3室2厅,93.4平米,东 西,精装,低楼层(共11层),2014年,龙光棕榈水岸北区,南沙区府,https://gz.lianjia.com/ershoufang/108407286475.html
广州,地铁50米 新月明珠  小区中间位  看花园  中层,388,"29,439元/平",4室1厅,131.8平米,东 南,简装,中楼层(共22层),2007年,新月明珠花园,大石,https://gz.lianjia.com/ershoufang/108407688314.html
广州,户型方正 采光好 配套全 近菜场公园,80,"14,187元/平",2室1厅,56.39平米,东南,简装,高楼层(共9层),1997年,阳光花园,同德围,https://gz.lianjia.com/ershoufang/108407715333.html
广州,东南向看花园，地铁口500米，三房， 急卖随时看房,110,"11,112元/平",3室1厅,99平米,东南 南,精装,低楼层(共18层),2012年,南沙碧桂园豪庭,金洲,https://gz.lianjia.com/ershoufang/108407028494.html
广州,越秀滨海珺城 3室2厅 北 南,190,"15,200元/平",3室2厅,125平米,北 南,简装,中楼层(共23层),塔楼,越秀滨海珺城,明珠湾,https://gz.lianjia.com/ershoufang/108407825307.html
广州,一手业主 产权清晰 阳台望花园 安静宜居,170,"27,244元/平",2室1厅,62.4平米,东北,简装,高楼层(共22层),2000年,金碧花园第一金碧,金碧,https://gz.lianjia.com/ershoufang/108408036732.html
广州,南北对流，装修保养良好，锦砖外墙可加电梯，安静舒适,75,"8,869元/平",3室2厅,84.57平米,南,其他,中楼层(共8层),2001年,永大新城,旧区,https://gz.lianjia.com/ershoufang/108407918594.html
广州,公安宿舍 中间楼层 原始电梯，采光好,238,"30,726元/平",2室1厅,77.46平米,西,毛坯,低楼层(共9层),2000年,百合路38,64号宿舍（双号）,https://gz.lianjia.com/ershoufang/108406538845.html
广州,岭南林语高楼层南向小三房，采光通风好看小区花园不吵,253,"27,296元/平",3室1厅,92.69平米,南,其他,高楼层(共32层),2016年,保利越秀岭南林语,长岭居,https://gz.lianjia.com/ershoufang/108406445305.html
广州,小港社区 市二宫地铁站400米 产权清晰,150,"20,473元/平",3室1厅,73.27平米,东南,简装,中楼层(共5层),暂无数据,小港路,滨江中,https://gz.lianjia.com/ershoufang/108407702433.html
广州,地铁上，复式买一层加一层实用率高只须180,180,"36,284元/平",2室2厅,49.61平米,南,简装,中楼层(共20层),2005年,耀华国际,三元里,https://gz.lianjia.com/ershoufang/108408010159.html
广州,高层落地大飘窗 景观靓眼 全新装修次新楼 无抵押,345,"38,834元/平",3室1厅,88.84平米,西北,精装,中楼层(共37层),2013年,中铁盛德国际,石牌,https://gz.lianjia.com/ershoufang/108407403482.html
广州,万寿雅苑 观景阳台直视花园式小区 安静全明两房,235,"30,865元/平",2室1厅,76.14平米,南 西南,简装,中楼层(共21层),2003年,万寿雅苑,前进路,https://gz.lianjia.com/ershoufang/108407995263.html
广州,小北路 2室1厅 东 南 西,307,"49,871元/平",2室1厅,61.56平米,东 南 西,其他,高楼层(共9层),1996年,小北路,小北,https://gz.lianjia.com/ershoufang/108406898431.html
广州,中山五路，北京路商圈，低层小 户型带私家天台，,209,"42,732元/平",2室1厅,48.91平米,西,其他,低楼层(共3层),板楼,中山五路,公园前,https://gz.lianjia.com/ershoufang/108408036352.html
广州,滨海新城高层南向四房大阳台采光视野好通风,150,"14,361元/平",4室2厅,104.45平米,南,精装,高楼层(共33层),2018年,越秀滨海新城,进港大道,https://gz.lianjia.com/ershoufang/108406904875.html
广州,轻轨物业，祈福都会正规两房，带装修，拎包即可入住！,54.5,"6,711元/平",2室2厅,81.21平米,北,简装,低楼层(共11层),2011年,祈福都会花园,花山镇,https://gz.lianjia.com/ershoufang/108405244646.html
广州,小高层东南向全新三房，实用率高，光线好，楼龄新,145,"18,171元/平",3室2厅,79.8平米,东南 南,简装,中楼层(共11层),暂无数据,万科幸福悦D区,知识城,https://gz.lianjia.com/ershoufang/108406969203.html
广州,从化14号线边，巴厘天地三房，小区中间位置好，毛坯房,80,"7,585元/平",3室1厅,105.48平米,南,毛坯,中楼层(共17层),2011年,人盛巴厘天地,神岗镇,https://gz.lianjia.com/ershoufang/108407951937.html
广州,蔷薇三房，户型方正，智能化小区，园林优美,67,"7,810元/平",3室2厅,85.79平米,北,精装,中楼层(共32层),塔楼,实地蔷薇国际,荔城西区,https://gz.lianjia.com/ershoufang/108407054021.html
